Username,Unnamed: 0,Datetime,Text
saylor,118613,2022-01-18 21:07:43+00:00,"Q4 #Bitcoin Mining Council Survey Confirms Improvements in Sustainable Power Mix and Technological Efficiency. Estimated sustainable energy mix was 58.5%. Join us at 5pm ET today for a full briefing.
https://t.co/t1gTZV9GtT"
saylor,118614,2022-01-18 14:17:34+00:00,“Everything is hard before it is easy.” - Goethe on #Bitcoin
saylor,118615,2022-01-17 18:39:57+00:00,"Unlike everything else, no one can make any more #bitcoin.  https://t.co/w8AS1mqNYY"
saylor,118616,2022-01-17 16:46:32+00:00,"@cz_binance Join us Tuesday January 18 at 5pm EST for our Q4 briefing on the State of the #Bitcoin Mining Industry, with an update on hash rate, energy, efficiency, &amp; sustainability metrics, along with briefings from a panel of BTC mining CEOs as well as Analyst Q&amp;A. 
https://t.co/a3a6XRolAQ https://t.co/Ja26fHDcvQ"
saylor,118617,2022-01-17 14:19:31+00:00,"""Invisible airwaves crackle with life
Bright antenna bristle with the energy
Emotional feedback on timeless wavelength
Bearing a gift beyond price, almost free."" 

- @rushtheband on #Bitcoin"
saylor,118618,2022-01-16 15:36:41+00:00,“Money is a technology by which we transport value over time and space.” - @PierrePoilievre on #Bitcoin https://t.co/dvqdzc2tb5
saylor,118619,2022-01-16 14:39:10+00:00,Carpe #Bitcoin
saylor,118620,2022-01-16 02:36:55+00:00,"@whale_alert 489 of these scams were launched on YouTube last week. We report them every 15 minutes and they are taken down after a few hours, but the scammers just launch more…"
saylor,118621,2022-01-15 22:29:30+00:00,#Hodl don’t #Trade https://t.co/ezyxTFJZvr
saylor,118622,2022-01-15 15:14:01+00:00,Happy #Sat urday!
saylor,118623,2022-01-15 00:27:04+00:00,"@ianbremmer @gzeromedia Every major industry uses more energy than Argentina. Every major application of electricity uses more electricity than Argentina. #Bitcoin was 12 basis points of worldwide energy use in Q3, 2021.

https://t.co/FZ7PcWTDFq"
saylor,118624,2022-01-14 20:56:32+00:00,"Join us Tuesday January 18 at 5pm EST for our Q4 briefing on the State of the #Bitcoin Mining Industry, with an update on hash rate, energy, efficiency, &amp; sustainability metrics, along with briefings from a panel of BTC mining CEOs as well as Analyst Q&amp;A.
https://t.co/a3a6XRolAQ https://t.co/Nmuy9aIlv5"
saylor,118625,2022-01-14 01:29:45+00:00,#Bitcoin is the future of the #Internet.  https://t.co/CdABn8dIsw
saylor,118626,2022-01-13 20:24:19+00:00,#Bitcoin is technology that everyone needs and no one can stop.https://t.co/938GUcEvdP
saylor,118627,2022-01-13 15:28:15+00:00,"The strongest #Inflation defense is a #Bitcoin Standard.
https://t.co/xjHVlJzztV"
saylor,118628,2022-01-13 13:45:32+00:00,"“When you arise in the morning, think of what a precious privilege it is to be alive - to breathe, to think, to enjoy, to love.” - Marcus Aurelius on #Bitcoin"
saylor,118629,2022-01-12 17:04:14+00:00,"#Bitcoin brings the global financial system into the modern age, delivers financial inclusivity to billions, and is great for the environment. https://t.co/SPOaGTEck0"
saylor,118630,2022-01-12 15:20:31+00:00,@cz_binance Set your #bitcoin sail and let the winds of inflation carry you.
saylor,118631,2022-01-12 14:51:11+00:00,"#Bitcoin represents a life raft to those drowning in the currency flood.
https://t.co/vdzdICspNW"
saylor,118632,2022-01-12 14:32:12+00:00,"#Inflation is the problem. #Bitcoin is the solution.
https://t.co/Y5axc3VkLy"
saylor,118633,2022-01-12 03:33:24+00:00,“Happy New Year - Let’s Change the World!” - @jackmallers on #Bitcoin https://t.co/oQGzVSijMx
saylor,118634,2022-01-11 13:41:29+00:00,"“I like the dreams of the future better than the history of the past."" - Thomas Jefferson on #Bitcoin"
saylor,118635,2022-01-10 16:21:56+00:00,Investors are embracing #Bitcoin as Digital Gold. https://t.co/JYO9232AF5
saylor,118636,2022-01-10 13:58:10+00:00,"""Be the change you wish to see in the world."" - Gandhi on #Bitcoin"
saylor,118637,2022-01-09 17:17:35+00:00,@cobie https://t.co/FOJSTV17bb
saylor,118638,2022-01-09 14:50:44+00:00,Stay hungry. #Bitcoin
saylor,118639,2022-01-08 14:38:42+00:00,"“Begin doing what you want to do now. We are not living in eternity. We have only this moment, sparkling like a star in our hand and melting like a snowflake.” - Francis Bacon Sr. on #Bitcoin"
saylor,118640,2022-01-08 01:05:02+00:00,"@CobraBitcoin 🙏, 💎🙌"
saylor,118641,2022-01-07 15:30:23+00:00,"In the presence of negative real yields, the logic of holding a global store of value asset that is not based upon fiat cash flows is compelling. #Bitcoin https://t.co/668k44uw49"
saylor,118642,2022-01-07 13:39:21+00:00,#Bitcoin is https://t.co/kZl3k7Tm4h.
saylor,118643,2022-01-06 17:38:20+00:00,Doin’ whatever it takes since ‘92. #Bitcoin https://t.co/93gSyB3L2t
saylor,118644,2022-01-06 14:06:47+00:00,Gains aren't real until converted into #bitcoin. Losses aren't final until you sell that #bitcoin.
saylor,118645,2022-01-05 13:55:11+00:00,#Bitcoin is Digital Property.
saylor,118646,2022-01-04 19:29:34+00:00,The civilization that channels energy most effectively always wins. #Bitcoin https://t.co/XbSXXlfOG7
saylor,118647,2022-01-04 14:48:58+00:00,@cz_binance #Bitcoin and Wait.
saylor,118648,2022-01-04 14:38:25+00:00,"#Bitcoin is harder, smarter, faster, and stronger."
saylor,118649,2022-01-03 22:02:32+00:00,"@NorthmanTrader We could get rid of the bots if @Twitter required users to post a security deposit (ideally in Sats via #Lightning⚡️) before commenting on tweets. Until malicious behavior becomes expensive to the malefactors, this is a hard battle to win."
saylor,118650,2022-01-03 14:47:58+00:00,"""@ENAGRUP, a research organization that assesses thousands of prices within #Turkey, said Monday that the true annual inflation rate is 82.81%."" TRY #BTC
https://t.co/XbpbmvMQ7a"
saylor,118651,2022-01-03 14:04:47+00:00,Happy Birthday #Bitcoin.
saylor,118652,2022-01-02 14:12:40+00:00,Take time for yourself. #Bitcoin
saylor,118653,2022-01-01 14:27:24+00:00,"“The secret of change is to focus all of your energy, not on fighting the old, but on building the new.” - Socrates on #Bitcoin"
saylor,118654,2021-12-31 14:44:36+00:00,@engineers_feed #Bitcoin
saylor,118655,2021-12-31 13:10:18+00:00,This is the last day of the year to buy #bitcoin.
saylor,118656,2021-12-30 13:05:40+00:00,"MicroStrategy has purchased an additional 1,914 bitcoins for ~$94.2 million in cash at an average price of ~$49,229 per #bitcoin. As of 12/29/21 we #hodl ~124,391 bitcoins acquired for ~$3.75 billion at an average price of ~$30,159 per bitcoin. $MSTR
https://t.co/tNxDwaT8VD"
saylor,118657,2021-12-29 13:40:21+00:00,"""The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane."" - Marcus Aurelius on #Bitcoin"
saylor,118658,2021-12-28 14:41:25+00:00,“Labor to keep alive in your breast that little celestial fire called conscience.” - George Washington on #Bitcoin
saylor,118659,2021-12-27 18:36:25+00:00,"#Bitcoin is digital property at low frequency, digital money at mid frequency, &amp; digital energy at high frequency. Tomorrow at 6pm ET, @Eric_BIGfund &amp; I will discuss the benefits of a world cloaked in digital energy, moving at the speed of #Lightning.⚡️
 https://t.co/WpL7gaZOfn"
saylor,118660,2021-12-27 13:10:38+00:00,#Bitcoin appreciates you.
saylor,118661,2021-12-26 16:38:26+00:00,"A review of #Bitcoin &amp; #Crypto regulation &amp; volatility, the perils of paranoia &amp; virtues of diplomacy, challenges of crypto-applications, securities, &amp; platforms, opportunities for institutions, how to deliver cybersecurity &amp; killer apps via #Lightning⚡️.
https://t.co/7Dw4Z6RjSz"
saylor,118662,2021-12-26 13:49:17+00:00,"If you want to fix the thing, put some #bitcoin in it."
saylor,118663,2021-12-25 13:41:01+00:00,"""I don't want a lot for Christmas. There is just one thing I need."" - @MariahCarey on #Bitcoin"
saylor,118664,2021-12-24 13:22:02+00:00,He's making a list. He's checking it thrice. #HappyHodlDays https://t.co/cb6yzLKEbc
saylor,118665,2021-12-23 16:00:47+00:00,@BustaRhymes #BITCOIN !!!
saylor,118666,2021-12-23 15:15:28+00:00,@LynAldenContact There is no second best Matrix movie.
saylor,118667,2021-12-23 13:49:49+00:00,Focus your energy. #Bitcoin
saylor,118668,2021-12-22 22:16:22+00:00,@JHarden13 Gifting #Bitcoin is a Slam Dunk.
saylor,118669,2021-12-22 20:10:56+00:00,"@ggreenwald At low frequency, #Bitcoin represents digital property that can be used as the base asset to transform &amp; upgrade the balance sheets of every family, company, or institution. At high frequency, it represents digital energy to power the 21st century economy &amp; build a better world."
saylor,118670,2021-12-22 19:58:45+00:00,"@ggreenwald Under the laws of most countries (including the US), #bitcoin is property, not currency. As such, it is not a threat to the dollar, but rather the most valuable form of property humanity has yet invented, making it a threat to gold, land, stocks, bonds, &amp; other stores of value."
saylor,118671,2021-12-22 19:51:39+00:00,@cz_binance Are you married to that idea?
saylor,118672,2021-12-22 19:41:56+00:00,@jack this makes it all the easier to focus on #bitcoin.
saylor,118673,2021-12-22 19:32:37+00:00,"One day #education will be free for everyone. 🌍
https://t.co/MWWdCaj5TI"
saylor,118674,2021-12-22 13:29:54+00:00,"""I try to treat all the money I’m making like it’s the last time I’m going to make it.” - @Eminem on #Bitcoin"
saylor,118675,2021-12-21 20:41:43+00:00,@MMCrypto Do you want to talk about #Bitcoin
saylor,118676,2021-12-21 20:19:52+00:00,@Excellion @natbrunell Well spoken.
saylor,118677,2021-12-21 17:47:47+00:00,@natbrunell @MariaBartiromo @FoxBusiness @jack #Bitcoin has a new Spokesperson.⚡️
saylor,118678,2021-12-21 17:34:18+00:00,#BTC is property. #USD is currency. #Crypto is risk. #Web3 is marketing. https://t.co/UEB0pmpgko
saylor,118679,2021-12-21 17:07:47+00:00,@jack A day of harmony based on a number we can all agree upon.
saylor,118680,2021-12-21 16:51:18+00:00,"Today, colleagues across Sainsbury’s leverage over 30 custom analytics applications to drive everyday decision-making on the store floor, across corporate functions, in the C-suite, and beyond—all deployed with a single cloud analytics platform from $MSTR.
https://t.co/5C8fwjbJ5P"
saylor,118681,2021-12-21 16:51:18+00:00,"When we are not buying #bitcoin to fight #inflation, we are doing our best to make the supply chains of the world more efficient. £28B+ retailer @sainsburys standardized on @MicroStrategy to deliver intelligence daily to 12,000+ employees in stores, depots, and offices. https://t.co/B28xZ0QKye"
saylor,118682,2021-12-21 14:04:28+00:00,Give a gift🎁 that no one else can take away. #Bitcoin
saylor,118683,2021-12-20 23:33:58+00:00,@GwynethPaltrow @CashApp #Bitcoin is the gift that keeps giving.🎁
saylor,118684,2021-12-20 19:41:15+00:00,@elsultanbitcoin You do not sell your #bitcoin.
saylor,118685,2021-12-20 18:43:49+00:00,@CashApp My friends &amp; family will be delighted by this feature.🙏
saylor,118686,2021-12-20 14:11:37+00:00,The only thing we need to lock down is our money. #Bitcoin
saylor,118687,2021-12-19 19:42:52+00:00,#Bitcoin is for
saylor,118688,2021-12-19 15:34:14+00:00,#NewProfilePic https://t.co/MOy72DxedA
saylor,118689,2021-12-19 13:54:39+00:00,No statues to critics. #Bitcoin
saylor,118690,2021-12-19 03:53:43+00:00,@TheCryptoLark Your gains are real when you convert them into #bitcoin.
saylor,118691,2021-12-19 00:11:46+00:00,"The YouTube version of this seminar, along with detailed chapter headers &amp; supporting documents.
https://t.co/6etjF8geia"
saylor,118692,2021-12-19 00:11:45+00:00,"My seminar with @saifedean covering #Bitcoin and digital assets, currency, property, energy, securities, regulation, competition, strategy, politics, marketing, &amp; ideology.
https://t.co/ZEbEUTQwRR"
saylor,118693,2021-12-18 16:13:54+00:00,@Bitboy_Crypto Don't wait to buy #bitcoin. Buy #bitcoin and wait.
saylor,118694,2021-12-18 16:03:30+00:00,"@intocryptoverse The best investments are in technology that everyone needs, no one can stop, and few understand.⚡️"
saylor,118695,2021-12-18 14:47:40+00:00,@balajis #Education should be free. https://t.co/N7Mqky9U4J
saylor,118696,2021-12-18 13:26:21+00:00,#Bitcoin is an ark of encrypted energy to escape the currency flood.
saylor,118697,2021-12-17 17:50:58+00:00,@Frank_Giustra #Bitcoin is https://t.co/VdMYCiVrIV.
saylor,118698,2021-12-17 17:37:56+00:00,@ErikVoorhees @tyler What % of support for #bitcoin has been created in the last two years?
saylor,118699,2021-12-17 17:32:01+00:00,@tyler Everyone gets #bitcoin at the price they deserve.
saylor,118700,2021-12-17 17:14:20+00:00,"A review of our #Bitcoin Strategy &amp; @MicroStrategy. $MSTR
https://t.co/qQhDmPPSLp"
saylor,118701,2021-12-17 14:30:17+00:00,"@TheStalwart In situations like this one, the appeal of holding a non-sovereign store of value asset like #bitcoin that you can self-custody and trade on a global network becomes frightening clear."
saylor,118702,2021-12-17 14:20:49+00:00,"@NorthmanTrader Most equities are currency derivatives, and they won't protect you from a currency collapse. #Bitcoin will."
saylor,118703,2021-12-17 14:00:45+00:00,"#Turkish currency has lost 55% of its value this year &amp; 37% in the last 30 days. What follows is a parade of horribles - capital controls, debt default, wage &amp; price controls, &amp; currency reset. By the time you realize you need #Bitcoin is may be too late.
https://t.co/8pVx5e0XZZ"
saylor,118704,2021-12-17 13:23:20+00:00,Got #Bitcoin?
saylor,118705,2021-12-16 21:30:08+00:00,@BTC_Archive @elonmusk @SenSanders You do not sell your #bitcoin.
saylor,118706,2021-12-16 17:03:59+00:00,@BitcoinBekka_ @MemeFactoryTM https://t.co/gNzJUkwT8q
saylor,118707,2021-12-16 14:30:24+00:00,Today we will discuss MacroStrategy &amp; @MicroStrategy. https://t.co/TPIw9zpeJF
saylor,118708,2021-12-16 14:18:14+00:00,@cz_binance You do not sell your #bitcoin.
saylor,118709,2021-12-16 13:44:44+00:00,@elonmusk To NFT and Beyond! https://t.co/UF9JHAFcnn
saylor,118710,2021-12-16 13:27:28+00:00,#Bitcoin is a fire of truth burning in cyberspace.
saylor,118711,2021-12-15 21:27:43+00:00,@MemeFactoryTM Ask him why... https://t.co/UIbgv9JQAU
saylor,118712,2021-12-15 19:44:32+00:00,#Markets over #Fed.
saylor,118713,2021-12-15 13:26:50+00:00,"If you are in need of a holiday gift🎁, #Bitcoin is on sale."
saylor,118714,2021-12-14 23:32:12+00:00,@tyler It would appear that #bitcoin has government support...
saylor,118715,2021-12-14 23:01:26+00:00,@jack Neither #Bitcoin nor #Inflation are transitory.
saylor,118716,2021-12-14 21:55:05+00:00,"#Bitcoin volatility is driven in part by a lack of maturity in accounting &amp; tax guidance for digital assets. As the industry matures &amp; rules normalize, the incentives that contribute to this volatility should diminish. 
 https://t.co/a6dHQfli9k"
saylor,118717,2021-12-14 17:58:51+00:00,#Bitcoin offers hope to a nation beset with #Inflation.  https://t.co/1Ysx27diri
saylor,118718,2021-12-14 13:55:07+00:00,"NYDIG has raised $1 billion to accelerate growth &amp; enhance its institutional-grade Bitcoin platform to support Lightning⚡️ payments, asset tokenization, and smart contracts. 

@NYDIG_BTC's mission is #Bitcoin for All. https://t.co/S5iHOOsNKa"
saylor,118719,2021-12-14 13:22:41+00:00,"""The waiting is the hardest part."" - Tom Petty on #Bitcoin"
saylor,118720,2021-12-13 23:59:14+00:00,"@GoingParabolic @WClementeIII I already have a day job, but I might work the night shift if they pay me in #bitcoin."
saylor,118721,2021-12-13 23:36:04+00:00,"The strength &amp; security of #Bitcoin keeps improving as a parade of bitcoin miners raise capital &amp; go public. @TeraWulfInc debuts tomorrow on Nasdaq. $WULF
https://t.co/AbfbRqO87M"
saylor,118722,2021-12-13 16:52:17+00:00,@elonmusk @TIME Congratulations. Time recognizes technology leadership as a force for good. 🚀
saylor,118723,2021-12-13 13:50:30+00:00,#Home is a place to live. #Bitcoin is a way to live.
saylor,118724,2021-12-12 18:22:10+00:00,#Bitcoin is money for the #Internet.  https://t.co/yUwGRD7D1t
saylor,118725,2021-12-12 14:03:11+00:00,@cz_binance It's comforting to know that someone in the world still turns on the radio. #HODL that radio.📻 The world is changing.
saylor,118726,2021-12-12 13:50:55+00:00,#Bitcoin is growing stronger behind a wall of encrypted energy. https://t.co/OyjTaLflWe
saylor,118727,2021-12-12 05:41:23+00:00,"@NorthmanTrader ""He who has a why to live for can bear almost any how."" - Friedrich Nietzsche on #Bitcoin"
saylor,118728,2021-12-11 18:16:00+00:00,#Inflation is the problem and #Bitcoin is the solution. https://t.co/hQYCtNAg6G
saylor,118729,2021-12-11 15:44:16+00:00,@GoingParabolic https://t.co/TSh3ouMfzl
saylor,118730,2021-12-11 15:12:17+00:00,Think Different. #Bitcoin
saylor,118731,2021-12-10 17:50:01+00:00,"In an inflationary environment, the best investment strategy is overweight digital property, while the best business strategy incorporates digital energy. #Bitcoin
https://t.co/cy5ggT28ih"
saylor,118732,2021-12-10 16:01:06+00:00,"If you are a shareholder, or have interest in our Business Intelligence @MicroStrategy or #Bitcoin MacroStrategy, please join us next Thursday for our Virtual Investor Day. $MSTR 
https://t.co/SNmPZvSXpp"
saylor,118733,2021-12-10 15:47:55+00:00,"@NorthmanTrader @csuwildcat Inflation myths:
1. It is CPI.
2. It is any single number.
3. It is only caused by monetary policy.
4. It can be cured by simply manipulating interest rates."
saylor,118734,2021-12-10 14:25:55+00:00,@cz_binance The halls of eternity echo with the cries of those who sold their #bitcoin.
saylor,118735,2021-12-10 14:07:35+00:00,@elerianm We didn't have #Bitcoin in 1982.
saylor,118736,2021-12-10 13:54:22+00:00,#Inflation impairs our economy like #Inflammation impairs our anatomy. #Bitcoin
saylor,118737,2021-12-09 21:15:55+00:00,@cz_binance Every #bitcoin deserves a good home.🏡
saylor,118738,2021-12-09 21:10:49+00:00,"Once upon a time, #Gold was the most desirable store of value. Now #Bitcoin is taking its place. https://t.co/oEAdkPr0Iz"
saylor,118739,2021-12-09 21:08:17+00:00,"@YahooFinance @BrianSozzi Once upon a time, #Gold was the most desirable store of value. Now #Bitcoin is taking its place."
saylor,118740,2021-12-09 14:58:29+00:00,"The price of #Bitcoin will be driven by inflation, technology, and adoption.  https://t.co/fzl1AMX2T0"
saylor,118741,2021-12-09 14:46:01+00:00,The winner of yesterday’s congressional hearing was #Bitcoin.   https://t.co/3jTnkCVjcX
saylor,118742,2021-12-09 13:09:32+00:00,"MicroStrategy has purchased an additional 1,434 bitcoins for ~$82.4 million in cash at an average price of ~$57,477 per #bitcoin. As of 12/9/21 we #hodl ~122,478 bitcoins acquired for ~$3.66 billion at an average price of ~$29,861 per bitcoin. $MSTR
https://t.co/Xke8QhoYpy"
saylor,118743,2021-12-09 12:34:39+00:00,Own yourself. #Bitcoin
saylor,118744,2021-12-08 15:13:05+00:00,"“Time will compound against futile lies and deceit. History's written by the victors and we brought the receipt.” - @tip_nz on #Bitcoin
https://t.co/NiN7Wp3XhN"
saylor,118745,2021-12-08 14:21:19+00:00,"If you focus your gaze, you can see beyond the horizon. #Bitcoin"
saylor,118746,2021-12-08 01:03:29+00:00,"@kelseyhightower The creation of decentralized digital property with integrity, durability, &amp; security is the critical innovation of #Bitcoin. Any number of applications &amp; networks (like Lightning⚡️) can be built on this base layer, providing unlimited speed, throughput, economy, &amp; functionality."
saylor,118747,2021-12-07 17:16:53+00:00,"Retail &amp; institutional investors understand the challenges that equities face and are embracing digital assets like #Bitcoin to protect themselves from inflation.
https://t.co/n38PijTqCC"
saylor,118748,2021-12-07 13:42:15+00:00,"""Lay not up for yourselves treasures upon earth, where moth and rust doth corrupt, and where thieves break through and steal: but lay up for yourselves treasures in heaven."" - Matthew 6:19 on #Bitcoin"
saylor,118749,2021-12-06 19:44:23+00:00,"#Bitcoin moves at the speed of light on #Lightning⚡️, with help from @spiralbtc &amp; @jack. https://t.co/i9ds2uDJBi"
saylor,118750,2021-12-06 13:54:19+00:00,#Bitcoin is the foundation of the digital economy. https://t.co/ZHxqaaQC9F
saylor,118751,2021-12-06 13:51:08+00:00,@BustaRhymes You are correct sir. ✅
saylor,118752,2021-12-05 21:29:10+00:00,#Bitcoin is
saylor,118753,2021-12-05 14:08:45+00:00,Everyone is going to want #Bitcoin for Christmas.🎄
saylor,118754,2021-12-04 20:07:27+00:00,"“We mathematically transmute energy to digital gold.” - @tip_nz on #Bitcoin 
https://t.co/08d7oWN3LJ"
saylor,118755,2021-12-04 14:34:34+00:00,#Bitcoin &amp; Chill
saylor,118756,2021-12-03 14:05:31+00:00,"An extensive #Bitcoin discussion with @PeterMcCormack on Analog vs. Digital, Engineering vs. Arithmetic, Matter vs. Energy, Property vs. Currency, Evolution vs. Revolution, Entrepreneurs vs. Institutions, and Focus vs. Distraction.
https://t.co/i61MC56Aou"
saylor,118757,2021-12-03 13:04:16+00:00,"“It's amazing, with the blink of an eye, you finally see the light.” - @Aerosmith on #Bitcoin"
saylor,118758,2021-12-02 12:43:35+00:00,Ask not what your #bitcoin can do for you - ask what you can do for your #bitcoin.
saylor,118759,2021-12-01 21:57:00+00:00,@jack Congratulations. Humanity advancing block by Block.
saylor,118760,2021-12-01 17:12:16+00:00,"#Bitcoin is digital energy that is strong, true, pure, &amp; timeless.  https://t.co/sGxl9zQ3Pk"
saylor,118761,2021-12-01 14:44:39+00:00,"#Inflation is driving the conversion of weak currency into strong currency &amp; currency derivatives into property. #Technology is driving the conversion of weak analog assets into strong digital assets. The struggle of #Turkey is painful but not unique.
https://t.co/DhtSUM0cQ5"
saylor,118762,2021-12-01 13:43:05+00:00,"#Bitcoin miners continue to come public, strengthening their capital structures &amp; the security of the entire BTC network in the process. GRIID has signed a $525m credit facility and will gain $246m in cash from their merger with $ADEX. Congratulations @treykelly3 &amp; @griid team. https://t.co/bAlRoTfugt"
saylor,118763,2021-12-01 13:12:00+00:00,Join a more perfect union. #Bitcoin
saylor,118764,2021-11-30 15:05:19+00:00,"Last night on national television, @TuckerCarlson &amp; I discussed the similarities between currency &amp; blood, the role of money &amp; oxygen, the risks of inflation, the dire consequences of a currency collapse, &amp; the need for #Bitcoin. https://t.co/YnlUOiKfaS"
saylor,118765,2021-11-30 13:43:59+00:00,@cz_binance Liquidity matters. Protocol matters. Provenance matters. Path matters. Politics matters. Decentralization matters.
saylor,118766,2021-11-30 13:20:58+00:00,"“Look, If you had one shot, or one opportunity, to seize everything you ever wanted, in one moment, would you capture it, or just let it slip?” - @Eminem on #Bitcoin"
saylor,118767,2021-11-29 16:42:06+00:00,@jack Well done.
saylor,118768,2021-11-29 13:03:58+00:00,"MicroStrategy has purchased an additional 7,002 bitcoins for ~$414.4 million in cash at an average price of ~$59,187 per #bitcoin. As of 11/29/21 we #hodl ~121,044 bitcoins acquired for ~$3.57 billion at an average price of ~$29,534 per bitcoin. $MSTR
https://t.co/OA8VWG1bZX"
saylor,118769,2021-11-29 12:48:56+00:00,The #Bitcoin Also Rises
saylor,118770,2021-11-29 01:12:25+00:00,#Bitcoin never sleeps.
saylor,118771,2021-11-29 00:04:40+00:00,@cz_binance ...sleeps.
saylor,118772,2021-11-28 15:18:11+00:00,@naval @twobitidiot You do not sell your #bitcoin.
saylor,118773,2021-11-28 15:09:28+00:00,@PeterLBrandt @PeterSchiff The idea of gold as money doesn't stand up to a rigorous inspection based on first principles. It is a myth told by commissioned sales professionals intent on branding an industrial metal. It is a challenge to identify any fortune derived from investing in gold bullion.
saylor,118774,2021-11-28 14:36:57+00:00,@jack I love #bitcoin on #twitter.
saylor,118775,2021-11-28 14:23:24+00:00,@cz_binance No force on earth can stop an idea whose time has come.
saylor,118776,2021-11-28 14:07:17+00:00,The future doesn't belong to the fainthearted. #Bitcoin
saylor,118777,2021-11-28 01:03:51+00:00,"Public Service Announcement: Every hour my team reports 10-15 scammer YouTube videos impersonating me or @MicroStrategy that offer free bitcoin rewards. They pop up as fast as we can have them removed. ☹️

Only trade #bitcoin on a legitimate exchange you trust. https://t.co/SuwlBcWEbx"
saylor,118778,2021-11-28 00:25:07+00:00,@Pharrell @diplo We are all Satoshi. Play it for everybody. 🎵
saylor,118779,2021-11-27 17:31:37+00:00,Everyone has double-digit inflation if they measure it correctly and needs #Bitcoin more than they realize. https://t.co/Y7l2E1qdN5
saylor,118780,2021-11-27 17:11:44+00:00,"@JoeBiden If you are a small business, this is a great time to consider converting your balance sheet to a #Bitcoin Standard. It will give you an edge vs. your competitors and protection vs. inflation in our current uncertain economic environment. #Bitcoin is https://t.co/kZl3k7Tm4h."
saylor,118781,2021-11-27 15:31:01+00:00,@cz_binance Probably.
saylor,118782,2021-11-27 14:04:28+00:00,"Regardless of whether you are a pessimist or optimist, the answer is still #Bitcoin."
saylor,118783,2021-11-27 00:30:40+00:00,"@naval @JasonPLowery #Bitcoin represents the digital transformation of economic energy, shifting control of commerce from the traditional (expensive &amp; slow) institutions of the 20th century to the software (cheap &amp; fast) networks of the 21st century."
saylor,118784,2021-11-26 19:27:24+00:00,"#Bitcoin offers better inflation protection than #Gold and is growing faster than #BigTech.
https://t.co/Y11riBSJ3c"
saylor,118785,2021-11-26 14:10:45+00:00,"“The trick is, when there is nothing to do, do nothing."" - Warren Buffett on #Bitcoin"
saylor,118786,2021-11-26 00:24:07+00:00,"@ggreenwald @CitizenBitcoin #Bitcoin is the only property you can truly own, as well as the first technology capable of granting property rights to everyone on earth. In time, we will come to understand that it is concentrated energy in digital form and critical to the progression of our civilization."
saylor,118787,2021-11-25 23:29:51+00:00,"Checklist for a currency crisis: Convert weak currency (TRY) to strong currency (USD). Convert analog currency to digital currency (Stablecoin). Convert analog property to digital property (#BTC). Take custody of your digital currency &amp; digital property.
https://t.co/4S1QPXPULM"
saylor,118788,2021-11-25 15:29:08+00:00,@elonmusk #Bitcoin avenges dinosaurs. 🦕🦖
saylor,118789,2021-11-25 13:50:29+00:00,Happy Thanksgiving. Buy #Bitcoin. Don’t be a #Turkey.
saylor,118790,2021-11-24 19:27:50+00:00,@KieranGibbs @xbtogroup Welcome to Team #Bitcoin.
