,Text,Username,Unnamed: 0,Datetime,polarity
433,"New episode is live with Grammy Award nominee @ryanleslie!

We discuss attending Harvard at 15, learning about Bitcoin from @brian_armstrong, producing music for Jay-Z and Kanye, and why he is building Superphone to solve communication complexity.

Enjoy!

https://t.co/LguTsEjhTT",APompliano,57163,2019-12-04 12:47:21+00:00,Neutral
434,"@JWilliamsFstmed My friend Ivan has sheep, horses, turkeys, chickens, peacocks, and a cow.

An absolute legend and couldn't be a nicer human being :)",APompliano,57167,2019-12-03 22:32:15+00:00,Neutral
435,"@NischalShetty Episode is live now: https://t.co/rDkSbApf5A

Already quickly becoming one of the more popular episodes of 2019. The people of India absolutely love Bitcoin and crypto 🙏🏽",APompliano,57250,2019-12-02 10:28:53+00:00,Neutral
436,@jasonbisson Trying to solidify a trip to China for 2020.,APompliano,57263,2019-12-01 15:29:29+00:00,Neutral
437,@IAM4DUKE @Soles4Souls 🔥🔥🔥,APompliano,57340,2019-11-27 17:17:22+00:00,Neutral
438,"@jbrizzel @richardsoley Bitcoin doesn't need me to defend it. 

Bitcoin speaks for itself :)",APompliano,57377,2019-11-27 00:20:55+00:00,Neutral
439,@c4chaos @richardsoley 🔥🔥🔥🔥,APompliano,57386,2019-11-26 16:05:13+00:00,Neutral
440,@DanSimerman @richardsoley @BlockWorksGroup 🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽,APompliano,57396,2019-11-26 14:17:50+00:00,Neutral
441,@Ati_D_Teacha @richardsoley @iotatoken :),APompliano,57398,2019-11-26 13:36:55+00:00,Neutral
442,@c4chaos @richardsoley 🔥🔥🔥🔥,APompliano,57402,2019-11-26 13:31:54+00:00,Neutral
443,"New episode is live with @richardsoley!

We discuss how standards are created for emerging tech, why standards are important, Soley’s take on the Internet of Things and how DLT intertwines with it, and why we need DLT for true automation.

Enjoy!

https://t.co/7yfLlL4zyt",APompliano,57405,2019-11-26 12:45:33+00:00,Neutral
444,@MattBMartin Such a solid hack,APompliano,57410,2019-11-26 00:04:55+00:00,Neutral
445,"New episode with @wlrvs is live!

We discuss the lightning network, consumer products, what they've done to solve merchants' issues with accepting Bitcoin, why Lightning Pizza became so popular quickly, and of course, aliens.

Listen and enjoy! 

https://t.co/Hj0VK5ajks",APompliano,57435,2019-11-25 12:29:07+00:00,Neutral
446,@no_plebs @GunsnBitcoin Lol pretty damn close but unfortunately not! I’d buy one if they sold them though...great gift,APompliano,57451,2019-11-23 00:45:18+00:00,Neutral
447,"This is really cool.

An anonymous group has set up a fund to invest $75M in Bitcoin into companies that are building tools for privacy and anonymity.

What did they call it? The Unknown Fund.

Another solid effort to protect us all. 

https://t.co/WF1B6PEsBs",APompliano,57717,2019-11-14 16:10:30+00:00,Neutral
448,@Jaygold100 @TraceMayer I should run that if there is ever a slot that is not sold lol,APompliano,57729,2019-11-14 02:40:51+00:00,Positive
449,@Bitcoin_Sam I'm working on a new ad format that should help solve this problem :),APompliano,57736,2019-11-14 01:55:39+00:00,Neutral
450,@cz_binance Solid tweet. Or should I say troll :),APompliano,57778,2019-11-12 01:36:36+00:00,Neutral
451,"Central banks try to solve everything by printing more money.

Bitcoin solves everything by producing more blocks.

Choose your system wisely.",APompliano,57805,2019-11-11 16:34:32+00:00,Neutral
452,"This week in crypto:

1. ECB considering a digital euro
2. Tencent approved for virtual bank
3. Silvergate Bank went public 
4. Square sold $148M in BTC in Q3
5. Bitcoin is still not dead :)

Another great week of progress!",APompliano,57857,2019-11-09 15:27:19+00:00,Neutral
453,"@ZubyMusic You are a gentleman, scholar, and absolute legend 🔥

Had fun. Next time we meet, im coming across the pond",APompliano,57891,2019-11-07 21:56:12+00:00,Neutral
454,"Monday morning’s letter to investors is going to be absolute 🔥🔥on China, Bitcoin, and the global economy.

Every investor must pay attention. It’s the most important macro story right now.

Don’t miss this one. Will be free for everyone.

Subscribe: https://t.co/4kI0JLsPfL",APompliano,58089,2019-10-27 01:13:34+00:00,Neutral
455,"WHOA.

Just finished recording a 2 hour podcast with @ExogenesisHH about the scientific work he did to conclude that human genetic code was changed by an extraterrestrial force that came to Earth via an AI probe 780,000 years ago.

Absolute must listen. Out next week🔥",APompliano,58099,2019-10-26 17:41:20+00:00,Neutral
456,"Today @SDinwiddie_25 had another meeting with the @NBA on his plans to tokenize his contract.

As these conversations move closer to resolution, you can listen to Spencer tell his side of the story, in his own words, in this episode of Off The Chain 🙏🏽

https://t.co/skidSku7Fz",APompliano,58204,2019-10-21 22:44:47+00:00,Neutral
457,@SDinwiddie_25 @NBA Nice! Cheering for you guys to find a win-win solution,APompliano,58235,2019-10-21 13:23:21+00:00,Positive
458,"@2ndratetrader @PeterSchiff I actually like Peter a lot. When we met in person, I thought he was super smart and could see us drinking a few beers while we laughed about all the gold we sold for Bitcoin! 

In all seriousness, the podcast would be too absurd for the airwaves I think.",APompliano,58266,2019-10-19 03:42:38+00:00,Neutral
459,@karbonbased It is absolutely true. More than 70% of Bitcoin's energy consumption is from renewable energy and there is example after example of large multi-million dollar investment projects being built to capture low cost renewable energy for Bitcoin mining.,APompliano,58397,2019-10-14 15:31:46+00:00,Neutral
460,"Just finished writing tomorrow’s letter to investors and it is absolute HEAT 🔥.

I cover why more than 1+ billion people are getting a crash course in how Bitcoin can protect their wealth in Hong Kong &amp; India.

Join 36,000+ other investors to read it: https://t.co/4kI0JLsPfL",APompliano,58568,2019-10-06 23:09:09+00:00,Neutral
461,"4/ Soldiers are trained over and over again on the rules of engagement. The appropriate use of lethal force is ingrained in their head. 

Make a mistake? You risk being prosecuted for murder.",APompliano,58609,2019-10-05 14:59:50+00:00,Positive
462,"2/ This would never be allowed when I was a soldier in the United States Army deployed to a foreign country where we were engaged in war.

There are rules of engagement. You can only respond with the force equal to the threat.",APompliano,58611,2019-10-05 14:59:50+00:00,Neutral
463,"If you actually solve people’s problems, there is always a way to make money.",APompliano,58661,2019-10-03 17:27:51+00:00,Neutral
464,"Biological modification, immortality, doomsday prepping, and the abolition of college?!

This is solid work by @foundersfund. https://t.co/cU4CuEljml",APompliano,58710,2019-10-02 22:26:36+00:00,Neutral
465,"Bitcoin mitigates the number one cause of wealth inequality in the world — inflation.

By moving back to sound money, we would be able to solve this problem more effectively, rather than all philanthropy combined.

Hate it or love it, Bitcoin will bring more equality 🙏🏽",APompliano,58930,2019-09-26 22:19:29+00:00,Neutral
466,REMINDER: The best companies in the world figured out a particularly painful problem for a large market and identified an unique solution that people found valuable enough to use.,APompliano,58952,2019-09-26 14:17:24+00:00,Neutral
467,@NYCPunter Honestly I probably agree. Absolute legend,APompliano,58985,2019-09-25 22:30:47+00:00,Neutral
468,@SolarPoweredMod Couldn't help but make myself laugh,APompliano,58995,2019-09-25 19:51:30+00:00,Neutral
469,"@PeterSchiff Peter you own Bitcoin and haven't sold it, so does that make you a greater fool???? 😉",APompliano,58996,2019-09-25 19:51:14+00:00,Positive
470,Builders are focused on solving real problems.,APompliano,59051,2019-09-24 00:55:06+00:00,Neutral
471,"@asolomon15 Believe you only need to make a deposit with no minimum, but @BlockFiZac can answer for sure",APompliano,59068,2019-09-23 23:38:18+00:00,Positive
472,@whatxrpdid Solid,APompliano,59210,2019-09-20 19:44:41+00:00,Neutral
473,"REMINDER: The Federal Reserve is currently trying to manipulate the economy.

They are cutting interest rates, printing money &amp; doing whatever they can to stop the free market results.

All these decisions done with little transparency &amp; zero democracy.

Bitcoin solves this.",APompliano,59230,2019-09-20 19:07:54+00:00,Neutral
474,"🚨Limited T-Shirts Available🚨

Just had 100 ""Long Bitcoin, Short the Bankers"" t-shirts made. Once they are gone, they'll be sold out.

First come, first served. You know you want one!

https://t.co/0uWjd7sYWy",APompliano,59241,2019-09-20 16:51:44+00:00,Neutral
475,@mjohnflaherty Kicking the can down the road doesn’t solve the problem.,APompliano,59263,2019-09-19 23:45:33+00:00,Neutral
476,"Former Overstock CEO Patrick Byrne sold his stake in the company, nearly $90 million, over the last few days so he could put it all in gold, silver, and Bitcoin.

He’ll either be celebrated or ridiculed 10 years from now.

Big time players make big time plays.",APompliano,59280,2019-09-19 19:32:06+00:00,Neutral
477,"New Goldman Sachs CEO David Solomon has been doing things differently.

You can now listen to his 2018 letter to shareholders about the health of the business, what the priorities are, and what to expect this year.

Thanks to @eToroUS for sponsoring!

https://t.co/IWC0opAt4H",APompliano,59521,2019-09-11 12:39:58+00:00,Neutral
478,@cASShcapital Solid tweet,APompliano,59539,2019-09-10 13:32:03+00:00,Neutral
479,@ComfyCharlieL Solid tweet,APompliano,59558,2019-09-08 15:09:36+00:00,Neutral
480,"@PeterSchiff Dear Peter,

You're doing a great job marketing Bitcoin. Keep up the solid effort. We really appreciate you educating gold bugs about the future :) 

Love,
Pomp",APompliano,59692,2019-09-02 23:55:46+00:00,Neutral
481,@rolandstautz Absolutely not,APompliano,59725,2019-09-02 00:34:31+00:00,Neutral
482,What is the most ambitious company you would build if money wasn't an issue and you could hire the absolute smartest people in the world to help?,APompliano,59908,2019-08-22 00:47:18+00:00,Neutral
483,@satswagforall @joerogan Why? I would absolutely watch. Definitely more interesting and honest conversation IMO,APompliano,60053,2019-08-16 17:14:53+00:00,Neutral
484,@VRUoT2 Absolutely. Both WeWork and many ICOs conducted similar behavior historically and investors have little to no governance rights in either case.,APompliano,60072,2019-08-15 23:42:41+00:00,Neutral
485,@RobForbesDJ Ha! Solid answer,APompliano,60078,2019-08-15 23:08:35+00:00,Neutral
486,@Michael14140889 Big difference between being talented and being absolutely GREAT at something,APompliano,60094,2019-08-15 20:05:20+00:00,Positive
487,@Solomundo3 @PeterSchiff Eventually,APompliano,60148,2019-08-14 22:05:06+00:00,Neutral
488,@_PeterRyan There is some absolute fire in that thread :),APompliano,60156,2019-08-14 21:19:02+00:00,Neutral
489,@MailBoxMoneyNow @SacramentoKings I actually think a lot of the Kings stadium is powered by solar,APompliano,60157,2019-08-14 21:12:37+00:00,Neutral
490,"Just finished writing tomorrow’s letter to our investors and it is absolute 🔥🔥🔥

I’ll be sending it out to all subscribers, along with anyone on the free email list. (Every Monday is free!) 

Sign up and get educated: https://t.co/4kI0JLsPfL",APompliano,60339,2019-08-11 22:04:13+00:00,Neutral
491,The simplest solutions are usually the best solutions.,APompliano,60368,2019-08-11 13:30:14+00:00,Positive
492,"@balajis That makes sense. I guess the only difference here is when and how the primary or the mirror is legally accepted in a court of law.

This feels like a situation where various solutions work in positive outcomes, but become very important (and untested) in the negative outcomes.",APompliano,60392,2019-08-10 22:17:57+00:00,Neutral
493,@MrChrisEversole @insiderscrypt0 @defrost94 Happy Thursday to you as well. Hope it is a great one!,APompliano,60502,2019-08-08 13:38:57+00:00,Positive
494,@robpetrozzo @eToro This is my favorite part about recording these. Absolutely stunning how relevant the content still is.,APompliano,60505,2019-08-08 13:23:36+00:00,Positive
495,"This week in crypto:

1. Square sold $125M BTC in Q2
2. Walmart patenting a stable coin
3. Grayscale using Coinbase Custody
4. S Korea starts regulation free zone
5. Kraken acquires Interchange
6. Lolli partners w/ Safeway &amp; Udemy
7. Bitcoin still not dead :)

Onwards!",APompliano,60796,2019-08-03 12:34:23+00:00,Neutral
496,@stephanlivera Solid reason,APompliano,60806,2019-08-03 00:25:28+00:00,Neutral
497,@drinkwaterho Solid tweet,APompliano,60846,2019-08-02 20:38:18+00:00,Neutral
498,@JakeSaunders88 What exactly would you try to solve within that space?,APompliano,61055,2019-07-29 01:28:32+00:00,Neutral
499,@EDadoun Any ideas on what path you would pursue for a solution?,APompliano,61058,2019-07-29 01:27:29+00:00,Neutral
500,"Just finished writing tomorrow’s letter to our investors and it is ABSOLUTE HEAT 🔥🔥🔥

There are very few investment managers in crypto who can write their honest opinion. Obviously, I do.

You aren’t going to want to miss this one! 

Sign up here: https://t.co/4kI0JLsPfL",APompliano,61514,2019-07-14 23:32:54+00:00,Neutral
501,"The Chairman of the Federal Reserve says Facebook shouldn’t be allowed to move forward unless it solves anti-money laundering.

Remember, criminals laundered $2 trillion last year of the currency that the Chairman oversees.

Maybe he should figure out anti-money laundering first?",APompliano,61689,2019-07-10 18:00:40+00:00,Neutral
502,@CNBCFastMoney @MarkYusko DROPPING THAT $100K NUMBER LIKE AN ABSOLUTE LEGEND 🔥🔥,APompliano,61774,2019-07-08 21:38:04+00:00,Neutral
503,"@PeterSchiff Just paste the address here.

Myself and a few other Bitcoiners will send you some Bitcoin. You nail the issues we are facing, but just need to upgrade the solution from gold to Bitcoin!

You’re already a Bitcoiner and haven’t even realized it yet :)",APompliano,61860,2019-07-05 01:22:27+00:00,Neutral
504,"@RiggsReport @Lagarde They’ll cut rates and print more money. All while Bitcoin’s halving happens in May 2020.

Absolute rocket fuel for the decentralized, digital currency.",APompliano,61906,2019-07-03 13:17:30+00:00,Neutral
505,@CryptoGremlins absolutely,APompliano,62013,2019-07-01 11:05:02+00:00,Neutral
506,@bradleyb86 Both solid suggestions. Thanks!,APompliano,62072,2019-06-29 06:03:50+00:00,Neutral
507,@teddyfuse Solid tweet,APompliano,62130,2019-06-27 05:42:46+00:00,Neutral
508,"Satoshi is the best politician. 

He/she/they solved governance with software code, not empty promises.",APompliano,62136,2019-06-27 02:11:23+00:00,Positive
509,"We recently invested a big check into an early stage crypto team.

They are impressive &amp; company is well funded.

Looking for an eng/physics/math background to help invent algorithms to solve real-world problems, while using massive raw data.

Email:
resume-twitter@protonmail.com",APompliano,62148,2019-06-26 22:11:36+00:00,Neutral
510,"New episode w/ @Benaskren &amp; @martinoflo!

We discuss training for UFC fights, what drew Ben to BTC, what are the issues w/ content platforms today, how RokFin is attempting to solve those issues, and I generally just give Ben a hard time.

Listen &amp; learn!

https://t.co/wBAuatvZqP",APompliano,62268,2019-06-25 13:17:28+00:00,Neutral
511,@SolidFaiz Too funny. Thanks for the laugh this morning,APompliano,62339,2019-06-24 13:15:26+00:00,Neutral
512,@Wbackdowncrypto @SolidFaiz ha! Haven't ever thought about zombies. Maybe zombies are just aliens on earth??! :),APompliano,62340,2019-06-24 13:15:12+00:00,Neutral
513,"@SolidFaiz I am interested in their existence and it shows me how people think about complex issues, which I find very telling about their thought process and frameworks",APompliano,62343,2019-06-24 13:10:59+00:00,Neutral
514,@KalomeniM Absolutely :),APompliano,62391,2019-06-23 16:41:00+00:00,Neutral
515,"Bitcoin grew into a $200 billion asset because a group of volunteers on the internet decided they wanted better money.

Absolutely incredible.",APompliano,62430,2019-06-22 18:39:42+00:00,Positive
516,@_cccatch @srussolillo nails it like usual,APompliano,62673,2019-06-17 13:00:13+00:00,Neutral
517,"Bitcoin is continuing to get stronger.

The letter to our investors tomorrow is absolute HEAT. You don’t want to miss this one.

Subscribe here. Thank me later 🔥

https://t.co/4kI0JLsPfL",APompliano,62733,2019-06-16 12:30:17+00:00,Neutral
518,"@pray4crypto You realize that all of your credit card data is sold, right?",APompliano,62767,2019-06-14 15:16:42+00:00,Neutral
519,"Any time a company is sold, instead of bought, it is usually a bad outcome for investors.",APompliano,62788,2019-06-14 00:42:53+00:00,Negative
520,@CivEkonom Check out https://t.co/iZCYuZ1FP6 — @JWilliamsFstmed and team solved it already :),APompliano,62815,2019-06-11 21:45:13+00:00,Neutral
521,What’s the hardest problem that you would try to solve if you could work on any problem in the world?,APompliano,62820,2019-06-11 19:45:59+00:00,Neutral
522,"Bitcoin will do more to solve income inequality than all philanthropy combined.

You can’t solve this by giving people more money. 

You have to change the system.",APompliano,63000,2019-06-07 21:28:45+00:00,Neutral
523,"@CrypTony8 Some of the biggest names in Bitcoin sold everything, lived with bare minimum for years, and greatly profited from believing when many others didn’t.

These folks should be celebrated for their conviction in a great plan....and the meme is pretty spot on :)",APompliano,63107,2019-06-03 15:43:22+00:00,Positive
524,@tabali_tigi @srussolillo Being emotional doesn’t change the facts or the future 🤷🏽‍♂️,APompliano,63125,2019-06-03 13:50:25+00:00,Neutral
525,"@srussolillo :)

https://t.co/SUQWTBpOTt",APompliano,63126,2019-06-03 13:49:09+00:00,Neutral
526,"I’m dropping absolute HEAT in tomorrow’s letter to our investors. 

I will be making it free to read for anyone on the email list. 

Subscribe...you’re not going to want to miss this one 🔥🔥

https://t.co/iL4CjI6l0s",APompliano,63136,2019-06-03 01:27:00+00:00,Neutral
527,@Ben_Munster It is absolutely true https://t.co/yIW7YXOEyq,APompliano,63186,2019-05-31 17:49:30+00:00,Neutral
528,"The perfect storm for Bitcoin is brewing.

If this scenario occurs, it will be “like taking a forest fire and accidentally dropping thousands of gallons of gasoline on it, instead of dropping water. Whoops!”

https://t.co/ReGR2CujBX",APompliano,63257,2019-05-30 13:49:09+00:00,Positive
529,"@MylesUdland @Rob_Gurley So at the absolute low of the bear market, Bitcoin was doing ~5% of Venmo’s annual volume on a daily basis?

Sounds like even in the worst situation, Bitcoin is still more popular than Venmo :)",APompliano,63344,2019-05-29 17:38:17+00:00,Neutral
530,"New episode w/ @aeyakovenko, founder of @SolanaLabs!

- Underwater hockey
- Iron Man triathlons
- Self-custody of identity
- Use case for high performing blockchains
- Complexities around sharding
- Where we are with staking &amp; validating.

Listen &amp; Learn!
https://t.co/wI75eN8uHh",APompliano,63555,2019-05-24 13:16:58+00:00,Neutral
531,"@antiprosynth @CryptoDinner @JohnLilic @Hanakookie1 @MrHodl I’m not overly technical so will caveat this with the potential that I could misuse terminology, but things like Blockstream’s Liquid sidechain to tokenize assets is one example of a potential solution.

I have seen a few others, including early projects like Colored Coins too.",APompliano,63599,2019-05-23 13:19:03+00:00,Neutral
532,"Dropping absolute HEAT with my man, the Bitcoin Sign Guy. We discuss:

- crypto anarchy
- Bitcoin art
- Privacy
- Freedom
- Rule of law
- Code as free speech
- Bitcoin's macro trends.

Listen. Learn. Share. Buy Bitcoin 🔥

https://t.co/NrOvFmlulB",APompliano,63634,2019-05-23 12:01:53+00:00,Neutral
533,@RussellOkung @Mattsolid87 @MattBarkley This is low key your best tweet ever.,APompliano,63686,2019-05-21 03:18:30+00:00,Neutral
534,"Mark Mobius is an absolute legend in the investment world.

He previously said Bitcoin was a ""real fraud.""

He just changed his mind though and now thinks Bitcoin will be ""alive and well"" in the future.

Eventually everyone comes around. #Bullish 🔥",APompliano,63821,2019-05-16 14:31:42+00:00,Neutral
535,@CryptoHansSolo @kevinolearytv 🙏🏽🙏🏽🙏🏽,APompliano,63865,2019-05-14 19:57:02+00:00,Neutral
536,"New episode live w/ Jae Kwon, Founder/CEO of Tendermint!

We discuss consensus algorithms, Game of Stakes, nation-state surveillance, climate change, cow farts, life on mars, and liquid-solid states of matter.

Listen &amp; learn!

https://t.co/cispypRPiH",APompliano,64405,2019-05-02 11:37:46+00:00,Neutral
537,@santisiri 🔥🔥🔥🔥🔥🔥 was an absolute pleasure my friend https://t.co/7X5UN0upso,APompliano,64468,2019-04-30 15:50:11+00:00,Neutral
538,@cz_binance Absolutely true,APompliano,64481,2019-04-30 09:29:21+00:00,Neutral
539,"@fritzchain Absolutely. That’s why I’m most interested in the topic.

Millions of people would become free.",APompliano,64491,2019-04-30 04:02:00+00:00,Neutral
540,"“Everybody would like a little bit more inflation"" — IMF Managing Director Christine Lagarde

These people are absolutely nuts. 

BUY BITCOIN.",APompliano,64520,2019-04-29 15:49:59+00:00,Neutral
541,@youngdumbcrypto Absolutely,APompliano,64684,2019-04-25 16:37:50+00:00,Neutral
542,@SolunaPower 🔥🔥🔥🔥,APompliano,64733,2019-04-23 17:16:49+00:00,Neutral
543,"New episode w/ @vikmeup!

We discuss Viktor's time growing up in Ukraine, what drove him to focus on crypto, why he sold his company to @cz_binance &amp; @Binance, and what Viktor thinks is going to happen w/ digital wallets in future.

Listen and learn!

https://t.co/hv2AEhrlIV",APompliano,64844,2019-04-19 12:52:24+00:00,Neutral
544,@davidiach Absolutely. Almost all of them,APompliano,64996,2019-04-13 13:08:29+00:00,Neutral
545,"Every exchange should delist BSV simultaneously on May 1st in a sign of solidarity behind the only Bitcoin that ever mattered.

This community is the responsibility of the people. Sometimes we must do the hard thing, not because it is easy, but because it is right.

#DelistBSV",APompliano,65023,2019-04-12 14:37:17+00:00,Neutral
546,@jonrussell Absolutely,APompliano,65349,2019-04-01 11:33:31+00:00,Neutral
547,"@PeterMcCormack @brian_armstrong Brian — You should absolutely do this interview with Peter. He is fair, kind, and even fun to hang out with.

Your story, along with Coinbase, is too important to not be told in your own words. Lets make it happen with Peter :)",APompliano,65402,2019-03-31 02:16:25+00:00,Neutral
548,@cryptoobrotniak Satoshi was obviously one of the best in the world because they solved a problem no one else could,APompliano,65406,2019-03-30 18:49:49+00:00,Positive
549,@MichelGeolier Past performance is not indicative of future success. The leaders of tomorrow can come from absolutely anywhere,APompliano,65617,2019-03-26 10:13:32+00:00,Neutral
550,"Absolute 🔥🔥🔥 dropping on Wednesday with @officialmcafee &amp; @theemrsmcafee for the podcast.

Subscribe here: https://t.co/PIq76dTkeS https://t.co/lV91BJ5QPO",APompliano,65707,2019-03-24 19:35:09+00:00,Neutral
551,"Calling it now — crypto asset management firms will become an important part of the story in the larger consolidation happening in the alternative asset management industry.

https://t.co/HmHPL5cBIW",APompliano,65941,2019-03-18 11:32:33+00:00,Neutral
552,"@TR401 Been saying this forever. Paying people at the end of the day is a game changer!

Also invested in Brigit to solve the problem in meantime. Tens of thousands of people protected by them each day :)",APompliano,66202,2019-03-13 14:11:07+00:00,Neutral
553,"""There are no medium or long-term income inequality costs of disinflation, only benefits."" — 1998 paper from IMF on income inequality &amp; inflation

The global adoption of Bitcoin will do more to solve wealth inequality than any other initiative currently underway.",APompliano,66224,2019-03-13 12:48:22+00:00,Neutral
554,"@HedgeyeDDale It’s all a big Ponzi scheme that enriches the elites. Without sound money, the question is “when will the fiat experiment end badly and how badly do everyday people get screwed??”

Inflation drives wealth inequality. Bitcoin solves that in a very real way.",APompliano,66262,2019-03-13 10:30:07+00:00,Neutral
555,@eossoldier Just trying to learn alongside everyone else. It would be no fun to be on Twitter and not respond to folks,APompliano,66375,2019-03-11 13:01:02+00:00,Neutral
556,@eossoldier I’m sure many people find this true,APompliano,66414,2019-03-10 17:33:07+00:00,Positive
557,"PREDICTION: Pension funds are going to pour into crypto.

The non-correlated, asymmetric return profile of the asset is the exact solution that they need to save them from their underfunded status.",APompliano,66523,2019-03-08 00:00:37+00:00,Neutral
558,@CryptoGenesis55 @eToro Absolutely,APompliano,66561,2019-03-07 01:09:50+00:00,Neutral
559,@timbohbangs @TheRealBlockFi Absolutely,APompliano,66628,2019-03-05 21:24:36+00:00,Neutral
560,@CaitlinLong_ @GordonGovernor @Tyler_Lindholm @SenatorDriskill @rothfuss @JaredSOlsen @TraceMayer @ForbesCrypto 🔥🔥🔥🔥,APompliano,66715,2019-03-05 15:36:16+00:00,Neutral
561,"@RpivaBR Spend every waking hour learning about the technology, the products, the problems people are trying to solve, and networking with every smart person in the industry you possibly can.

Play the long game. It is the greatest advantage you have.",APompliano,66792,2019-03-04 19:35:37+00:00,Neutral
562,@CanMind Pretty solid company,APompliano,66940,2019-03-03 18:33:54+00:00,Neutral
563,"@treyshelton @mdudas @TheBlock__ @arjunblj @cburniske Nah, I want people to pay with Bitcoin if there are tickets sold",APompliano,67060,2019-03-02 20:04:31+00:00,Neutral
564,@SolveMaxwell Let’s get this thing started!,APompliano,67096,2019-03-02 19:15:32+00:00,Neutral
565,"@amibendavid @coindesk @jpmorgan @Citi @MorganStanley @GoldmanSachs @MerrillLynch @Fidelity @blackrock We’ll just agree to disagree :)

All of this is very complex and every potential solution should be pursued. Time will tell which ones are right and which ones are wrong.",APompliano,67113,2019-03-02 15:52:50+00:00,Neutral
566,@rushingdallas I’m less prescriptive on solutions and more focused on identifying the issues at the moment. Ask me again in 6 months and I should understand enough about the problem to have an opinion,APompliano,67387,2019-02-26 18:14:24+00:00,Neutral
567,@icoABCsolutions @whale_alert Lol nah. Would be epic though,APompliano,67500,2019-02-25 11:13:18+00:00,Positive
568,"@JamesTodaroMD Once we have sold a total of 1,000 of them, they won’t be available again",APompliano,67555,2019-02-25 00:08:23+00:00,Neutral
569,@joramblings @astonsmartini Sold out right now but the store is in my bio,APompliano,67737,2019-02-22 19:15:54+00:00,Neutral
570,@ashrugg Absolute 🔥🔥🔥. They’ll all figure it out at some point :),APompliano,67778,2019-02-22 14:34:40+00:00,Neutral
571,"New podcast with Robert Habermeier, co-founder of Polkadot, is live!

We discuss Ethereum, the scalability issues, Oracles, layer two scaling solutions, and why the best people in early crypto didn't care about the money.

Listen and learn!

https://t.co/acbLKloSJV",APompliano,68251,2019-02-15 12:51:12+00:00,Neutral
572,@Willmakeit13 @MarkYusko Sold out currently but I link in my profile,APompliano,68264,2019-02-15 00:15:52+00:00,Neutral
573,@Solidus_Labs @AlastairJMarsh :),APompliano,68411,2019-02-13 17:07:20+00:00,Neutral
574,"@jbitdigital And they sold out in less than 30 mins so we ordered more. Will do a total of 1,000 but offer at different times so multiple time zones have a chance.",APompliano,68889,2019-02-07 18:29:57+00:00,Neutral
575,SOLD OUT IN 52 MINUTES 🙏🏽 https://t.co/NNKL14eSCy,APompliano,68902,2019-02-07 17:53:24+00:00,Neutral
576,"@KennethBosak @CryptoBrekkie We sold out the first 100 that too many people didn’t get a chance to order.

Today we have 250 more. Once we hit 1,000 then we won’t offer again",APompliano,68937,2019-02-07 17:05:52+00:00,Neutral
577,"@Shaboinkie Given that they sold out in 27 minutes last time, I didn’t want everyone upset about it. They definitely are still limited but I’m hoping we can not sell out for at least 2 hours this time",APompliano,68999,2019-02-07 13:59:35+00:00,Neutral
578,@TheCryptoFool They are limited. We did 100 and sold out in 27 minutes. We have more now but I’m guessing they last less 2 hours this time,APompliano,69011,2019-02-07 13:23:09+00:00,Neutral
579,"@DrewAustin When they are sold out, they are sold out. Hoping they last for at least an hour this time!",APompliano,69013,2019-02-07 13:20:38+00:00,Neutral
580,"The “Long Bitcoin, Short the Bankers” t-shirts sold out in less than 30 mins earlier this week.

We got more in stock and I’ll post the link at 12noon EST today.

First come, first served. 🔥⚡️",APompliano,69040,2019-02-07 11:21:53+00:00,Neutral
581,COMPLETELY SOLD OUT IN 27 MINUTES. NOBODY LIKES THE BANKS!! https://t.co/BRc3BFmGr2,APompliano,69205,2019-02-05 01:27:49+00:00,Neutral
582,@BAMS1489 They’ll be sold out within the hour,APompliano,69230,2019-02-05 01:13:49+00:00,Neutral
583,"The people have spoken. Dropping absolute 🔥 at 8p EST. First come, first served. You don’t want to miss this. https://t.co/toWEUb2ub2",APompliano,69274,2019-02-04 20:36:07+00:00,Neutral
584,"@DesmondRJohnson @theonevortex @lawmaster What is more important than solving global inequality, preventing the theft of everyday people’s wealth, and laying the foundation for our automated future?

When I find something more important, I’ll move along to that :)",APompliano,69694,2019-01-27 17:37:56+00:00,Neutral
585,"@theonevortex Technology is not the problem, it is the solution when done right :)",APompliano,69703,2019-01-27 17:16:34+00:00,Neutral
586,@MattWoodford4 Absolute beast,APompliano,69743,2019-01-26 14:33:57+00:00,Neutral
587,"@_jillruth @CryptoShrikar You missed the point of the tweet. 

As I said, “If you don’t think uncensorable, unseizable money is going to become the standard, you’re absolutely nuts.”

Hopefully we can agree on that 🙏🏽",APompliano,69763,2019-01-26 05:01:09+00:00,Neutral
588,@TW_Insolvency @RyanSAdams The article is titled Jan 25th 2019 🤷🏽‍♂️,APompliano,69778,2019-01-25 20:01:14+00:00,Neutral
589,"Venezuela just tried to withdraw $1.2 billion of their own gold out of the Bank of England.

They were denied this request by the bank.

If you don’t think uncensorable, unseizable money is going to become the standard, you’re absolutely nuts.

Long Bitcoin, Short the Bankers!",APompliano,69781,2019-01-25 19:42:48+00:00,Neutral
590,"@Nomore_Fomo As you know, this is the number one thing that I wish I could change. We are working on ways to build solutions for this problem. Will let everyone know when we figure it out",APompliano,69797,2019-01-25 14:32:05+00:00,Neutral
